,ID,worst_perf_1,worst_perf_3,worst_perf_6,worst_perf_12,worst_perf_gen
18884,5061014,-1,-1,-1,-1,0
18885,5061015,0,0,0,0,0
18886,5061016,-1,-1,-1,-1,0
18887,5061017,-1,-1,-1,-1,-1
18888,5061018,-1,-1,-1,-1,0
18889,5061019,-1,-1,-1,-1,-1
18890,5061020,-1,-1,-1,-1,0
18891,5061021,0,0,0,0,3
18892,5061022,0,0,0,0,0
18893,5061023,-1,-1,-1,-1,0
18894,5061024,-1,-1,-1,-1,0
18895,5061026,-1,-1,0,0,0
18896,5061027,0,0,0,0,0
18897,5061028,-1,-1,-1,-1,-1
18898,5061029,-1,-1,0,1,1
18899,5061030,-1,-1,-1,-1,0
18900,5061031,-1,-1,-1,-1,0
18901,5061032,-1,-1,-1,-1,0
18902,5061033,-1,-1,-1,-1,0
18903,5061035,-1,0,0,0,0
18904,5061036,0,0,0,0,0
18905,5061037,0,0,0,0,0
18906,5061038,-1,-1,1,1,1
18907,5061039,-1,-1,-1,-1,1
18908,5061040,-1,-1,-1,-1,0
18909,5061041,-1,-1,-1,-1,0
18910,5061042,-1,-1,-1,-1,0
18911,5061045,-1,-1,-1,0,0
18912,5061046,-1,-1,-1,-1,0
18913,5061049,0,0,0,0,0
18914,5061050,0,0,0,0,0
18915,5061051,-1,-1,-1,0,0
18916,5061052,-1,-1,-1,0,0
18917,5061053,-1,-1,-1,0,0
18918,5061054,0,0,0,0,0
18919,5061055,0,0,0,0,0
18920,5061056,0,1,1,1,1
18921,5061058,0,0,0,0,0
18922,5061060,-1,-1,-1,-1,1
18923,5061061,-1,-1,0,0,0
18924,5061062,-1,-1,-1,-1,0
18925,5061063,-1,-1,-1,-1,0
18926,5061065,-1,-1,-1,-1,0
18927,5061066,-1,0,0,0,0
18928,5061067,0,0,0,0,0
18929,5061068,0,0,0,0,0
18930,5061069,0,0,0,0,0
18931,5061070,0,0,0,0,0
18932,5061072,0,0,0,1,1
18933,5061073,0,0,0,0,0
18934,5061074,0,0,0,0,0
18935,5061075,-1,-1,-1,-1,0
18936,5061076,-1,-1,-1,-1,0
18937,5061077,0,0,0,0,0
18938,5061078,0,0,0,0,0
18939,5061080,0,0,0,0,1
18940,5061081,0,0,0,0,0
18941,5061082,0,0,0,1,1
18942,5061083,0,0,0,0,0
18943,5061084,0,0,0,0,0
18944,5061085,-1,-1,-1,-1,0
18945,5061086,-1,-1,-1,-1,0
18946,5061087,0,0,0,0,0
18947,5061088,-1,-1,-1,-1,0
18948,5061089,-1,-1,-1,-1,0
18949,5061090,-1,-1,-1,-1,0
18950,5061091,-1,-1,-1,-1,2
18951,5061094,0,0,0,0,0
18952,5061095,0,0,0,0,0
18953,5061099,-1,-1,-1,-1,0
18954,5061100,0,0,0,0,1
18955,5061101,-1,-1,0,0,0
18956,5061102,-1,-1,0,0,0
18957,5061103,0,1,1,1,1
18958,5061106,0,0,0,0,0
18959,5061107,0,1,1,1,1
18960,5061108,-1,-1,-1,-1,0
18961,5061109,0,0,0,0,0
18962,5061110,-1,-1,0,0,0
18963,5061111,0,0,0,0,0
18964,5061113,-1,-1,-1,-1,0
18965,5061114,0,0,0,0,0
18966,5061115,-1,-1,-1,-1,0
18967,5061116,-1,-1,-1,-1,0
18968,5061117,0,0,0,0,1
18969,5061118,-1,-1,-1,-1,0
18970,5061119,-1,-1,-1,-1,0
18971,5061120,-1,-1,-1,-1,1
18972,5061121,-1,-1,0,0,0
18973,5061122,-1,-1,-1,-1,0
18974,5061123,-1,-1,-1,-1,0
18975,5061126,-1,-1,-1,-1,1
18976,5061128,0,0,0,0,0
18977,5061129,0,0,0,0,0
18978,5061130,0,0,1,2,2
18979,5061131,-1,-1,-1,-1,1
18980,5061132,0,0,0,0,3
18981,5061133,0,0,0,0,1
18982,5061135,0,0,0,0,0
18983,5061136,0,0,0,0,0
18984,5061137,0,0,0,0,0
18985,5061138,0,0,0,0,0
18986,5061139,-1,-1,-1,0,0
18987,5061140,0,0,0,0,0
18988,5061141,-1,-1,-1,-1,0
18989,5061142,-1,-1,-1,-1,0
18990,5061143,0,0,0,0,0
18991,5061144,-1,-1,-1,-1,0
18992,5061145,-1,-1,-1,-1,0
18993,5061146,-1,-1,-1,-1,0
18994,5061147,-1,-1,-1,-1,0
18995,5061148,-1,-1,-1,-1,0
18996,5061154,-1,-1,-1,-1,0
18997,5061156,-1,-1,-1,-1,1
18998,5061157,-1,-1,-1,-1,0
18999,5061160,-1,-1,-1,-1,0
19000,5061161,0,0,0,0,0
19001,5061162,0,0,0,0,0
19002,5061165,-1,-1,-1,-1,0
19003,5061167,-1,-1,-1,-1,0
19004,5061169,0,0,0,0,0
19005,5061170,-1,-1,-1,-1,0
19006,5061171,-1,-1,-1,0,0
19007,5061172,-1,-1,-1,-1,0
19008,5061173,-1,-1,-1,-1,1
19009,5061174,-1,-1,-1,-1,0
19010,5061175,-1,-1,-1,-1,0
19011,5061178,-1,-1,-1,-1,0
19012,5061179,-1,-1,-1,0,0
19013,5061181,-1,-1,-1,-1,0
19014,5061182,0,0,0,0,0
19015,5061183,0,0,0,0,0
19016,5061184,0,0,1,1,1
19017,5061185,-1,-1,-1,-1,0
19018,5061186,-1,-1,-1,-1,0
19019,5061187,0,0,0,0,0
19020,5061188,0,0,0,0,0
19021,5061189,0,0,0,0,0
19022,5061190,-1,-1,-1,-1,-1
19023,5061191,-1,-1,-1,-1,0
19024,5061192,-1,-1,-1,-1,0
19025,5061193,-1,-1,-1,-1,0
19026,5061194,-1,-1,-1,-1,-1
19027,5061195,-1,-1,-1,-1,0
19028,5061196,1,1,1,1,1
19029,5061197,0,0,0,0,0
19030,5061198,0,0,0,0,0
19031,5061199,0,0,0,0,0
19032,5061200,0,0,0,0,0
19033,5061201,-1,-1,-1,-1,-1
19034,5061203,-1,-1,-1,-1,0
19035,5061205,0,0,0,0,0
19036,5061206,-1,-1,-1,-1,0
19037,5061207,0,0,0,0,0
19038,5061210,0,1,1,1,1
19039,5061211,0,0,1,1,1
19040,5061212,0,0,0,0,0
19041,5061213,0,0,1,1,1
19042,5061215,0,0,0,0,0
19043,5061216,-1,-1,0,0,0
19044,5061217,0,0,0,0,0
19045,5061218,0,0,0,0,0
19046,5061219,0,0,0,0,0
19047,5061220,-1,-1,-1,0,0
19048,5061221,-1,-1,-1,-1,0
19049,5061222,0,0,0,0,0
19050,5061223,0,0,0,0,0
19051,5061225,0,0,0,0,0
19052,5061226,-1,-1,-1,-1,0
19053,5061229,-1,0,0,0,0
19054,5061230,-1,-1,-1,-1,0
19055,5061231,-1,-1,-1,-1,0
19056,5061232,-1,-1,-1,-1,0
19057,5061233,0,0,0,0,0
19058,5061234,-1,-1,-1,0,0
19059,5061235,-1,-1,-1,-1,0
19060,5061237,-1,-1,-1,-1,1
19061,5061238,-1,-1,-1,-1,0
19062,5061239,-1,0,0,0,0
19063,5061240,-1,0,1,1,1
19064,5061241,-1,-1,0,0,0
19065,5061242,-1,-1,-1,0,0
19066,5061243,-1,-1,-1,-1,1
19067,5061244,-1,-1,-1,-1,0
19068,5061245,-1,-1,-1,-1,-1
19069,5061246,-1,-1,-1,-1,0
19070,5061247,-1,-1,-1,-1,0
19071,5061248,-1,-1,-1,-1,0
19072,5061249,-1,-1,-1,-1,0
19073,5061250,-1,-1,-1,-1,0
19074,5061251,-1,-1,-1,-1,0
19075,5061252,0,0,0,0,0
19076,5061253,0,0,0,0,0
19077,5061254,-1,-1,-1,-1,-1
19078,5061255,-1,-1,-1,-1,-1
19079,5061256,0,0,0,0,0
19080,5061257,0,0,0,0,0
19081,5061258,-1,-1,-1,0,0
19082,5061259,0,0,0,0,0
19083,5061260,-1,-1,-1,-1,0
19084,5061261,0,0,0,0,0
19085,5061263,0,0,0,0,0
19086,5061264,-1,-1,-1,-1,0
19087,5061265,0,0,0,0,0
19088,5061266,-1,-1,-1,-1,0
19089,5061267,0,0,0,0,0
19090,5061268,0,0,0,0,0
19091,5061270,-1,-1,-1,-1,0
19092,5061271,-1,-1,-1,0,0
19093,5061272,-1,-1,-1,-1,-1
19094,5061273,0,0,0,0,0
19095,5061274,0,0,0,0,0
19096,5061275,-1,-1,-1,-1,0
19097,5061277,-1,-1,-1,-1,0
19098,5061278,-1,-1,-1,-1,0
19099,5061279,0,0,0,0,0
19100,5061280,0,0,0,0,0
19101,5061281,-1,-1,-1,-1,0
19102,5061282,-1,-1,-1,-1,0
19103,5061283,0,0,0,0,0
19104,5061286,-1,-1,-1,-1,0
19105,5061287,-1,-1,-1,-1,0
19106,5061288,-1,-1,-1,-1,0
19107,5061290,0,0,0,0,0
19108,5061291,0,0,0,0,0
19109,5061292,0,0,0,0,0
19110,5061293,-1,-1,-1,-1,0
19111,5061294,-1,-1,-1,-1,0
19112,5061296,-1,-1,-1,-1,0
19113,5061297,0,0,0,0,0
19114,5061298,0,0,0,0,0
19115,5061300,-1,-1,-1,0,0
19116,5061301,-1,-1,-1,-1,0
19117,5061302,-1,0,0,0,0
19118,5061303,0,0,0,0,0
19119,5061304,-1,-1,0,1,1
19120,5061305,-1,-1,-1,-1,0
19121,5061306,-1,-1,-1,-1,0
19122,5061307,-1,-1,-1,-1,0
19123,5061308,0,0,0,0,0
19124,5061311,-1,-1,-1,-1,0
19125,5061312,-1,-1,-1,-1,0
19126,5061313,-1,-1,-1,-1,0
19127,5061315,0,0,0,0,0
19128,5061316,-1,-1,-1,-1,0
19129,5061317,0,0,0,0,0
19130,5061320,0,0,0,0,1
19131,5061321,0,0,0,0,0
19132,5061322,-1,-1,-1,-1,1
19133,5061323,-1,-1,-1,-1,0
19134,5061324,-1,-1,-1,-1,0
19135,5061330,0,0,0,0,0
19136,5061332,0,0,0,0,0
19137,5061333,0,0,0,0,0
19138,5061334,-1,-1,-1,-1,0
19139,5061335,-1,-1,-1,-1,0
19140,5061336,-1,-1,-1,-1,-1
19141,5061337,-1,0,0,0,0
19142,5061338,-1,-1,-1,-1,-1
19143,5061340,0,0,0,0,0
19144,5061344,-1,-1,-1,-1,0
19145,5061346,-1,-1,-1,-1,0
19146,5061347,0,0,0,0,1
19147,5061349,-1,-1,-1,-1,0
19148,5061351,0,0,0,0,2
19149,5061352,0,0,0,0,0
19150,5061353,0,0,0,0,0
19151,5061354,0,0,0,0,0
19152,5061355,-1,0,0,0,0
19153,5061356,-1,-1,-1,-1,0
19154,5061357,1,1,1,1,1
19155,5061358,-1,-1,-1,-1,0
19156,5061359,0,1,1,1,1
19157,5061360,-1,-1,-1,5,5
19158,5061361,0,0,0,0,0
19159,5061362,-1,-1,-1,0,0
19160,5061363,0,0,0,0,0
19161,5061364,0,0,0,0,0
19162,5061365,-1,-1,-1,-1,0
19163,5061368,-1,-1,-1,-1,0
19164,5061369,-1,-1,-1,-1,0
19165,5061370,0,0,0,0,1
19166,5061371,-1,-1,-1,-1,0
19167,5061372,-1,-1,-1,-1,1
19168,5061376,0,0,0,0,1
19169,5061377,-1,-1,-1,-1,0
19170,5061378,0,0,0,0,0
19171,5061379,-1,-1,-1,-1,0
19172,5061381,0,0,0,0,0
19173,5061382,0,0,0,0,0
19174,5061383,0,0,0,0,0
19175,5061384,0,0,0,0,0
19176,5061385,-1,-1,-1,-1,0
19177,5061386,-1,-1,-1,-1,0
19178,5061388,-1,-1,0,0,0
19179,5061389,0,0,0,0,0
19180,5061390,-1,-1,-1,-1,0
19181,5061392,-1,-1,-1,-1,0
19182,5061393,-1,-1,-1,-1,0
19183,5061394,-1,-1,-1,-1,0
19184,5061396,4,4,4,4,4
19185,5061397,0,0,0,0,0
19186,5061398,0,0,0,0,0
19187,5061399,-1,-1,-1,-1,0
19188,5061400,-1,-1,-1,-1,0
19189,5061401,0,0,0,0,0
19190,5061402,-1,-1,-1,0,0
19191,5061403,0,0,0,0,0
19192,5061404,1,1,1,1,1
19193,5061405,0,0,0,0,0
19194,5061409,0,0,0,0,0
19195,5061410,-1,-1,-1,-1,0
19196,5061411,-1,-1,-1,-1,0
19197,5061412,0,0,0,0,0
19198,5061413,0,0,0,0,0
19199,5061414,-1,0,0,0,0
19200,5061415,0,0,0,0,0
19201,5061416,0,0,0,0,0
19202,5061417,0,0,0,0,0
19203,5061418,-1,-1,-1,-1,0
19204,5061421,-1,-1,-1,-1,0
19205,5061422,1,1,1,1,1
19206,5061423,0,0,0,0,0
19207,5061424,-1,-1,-1,-1,0
19208,5061427,-1,-1,-1,-1,1
19209,5061428,0,0,0,0,0
19210,5061429,0,0,0,0,0
19211,5061430,-1,-1,-1,-1,0
19212,5061431,0,0,0,0,0
19213,5061432,-1,-1,0,0,1
19214,5061433,-1,-1,1,1,1
19215,5061434,-1,-1,-1,-1,0
19216,5061435,-1,-1,-1,-1,0
19217,5061436,-1,-1,-1,-1,0
19218,5061437,-1,-1,-1,-1,0
19219,5061438,-1,-1,-1,-1,1
19220,5061439,-1,-1,-1,-1,1
19221,5061440,-1,-1,-1,-1,1
19222,5061441,0,0,0,0,0
19223,5061442,-1,-1,-1,-1,0
19224,5061443,-1,-1,-1,-1,0
19225,5061449,-1,-1,-1,-1,0
19226,5061450,-1,-1,-1,-1,0
19227,5061452,0,0,0,0,0
19228,5061455,-1,-1,-1,0,0
19229,5061456,-1,-1,-1,0,0
19230,5061457,0,0,0,0,0
19231,5061458,0,0,0,0,0
19232,5061459,-1,-1,-1,-1,-1
19233,5061460,-1,-1,-1,0,0
19234,5061461,-1,-1,-1,-1,-1
19235,5061462,-1,-1,-1,-1,0
19236,5061463,-1,-1,-1,-1,0
19237,5061467,1,1,1,1,1
19238,5061469,0,0,0,0,0
19239,5061470,0,0,0,0,0
19240,5061471,0,0,0,0,0
19241,5061472,-1,-1,0,1,1
19242,5061474,0,0,0,0,0
19243,5061475,0,1,1,1,1
19244,5061476,0,1,1,1,1
19245,5061477,-1,-1,-1,-1,0
19246,5061478,-1,-1,-1,-1,0
19247,5061479,-1,-1,-1,-1,0
19248,5061481,-1,-1,0,0,0
19249,5061482,-1,-1,-1,0,0
19250,5061483,-1,-1,-1,-1,-1
19251,5061484,-1,-1,-1,-1,0
19252,5061485,-1,-1,-1,-1,0
19253,5061486,0,0,0,0,0
19254,5061488,-1,-1,-1,-1,0
19255,5061489,-1,-1,-1,-1,0
19256,5061493,-1,-1,-1,-1,0
19257,5061495,0,0,0,0,0
19258,5061496,0,0,0,0,0
19259,5061497,-1,-1,-1,0,0
19260,5061498,-1,-1,-1,-1,0
19261,5061499,-1,-1,-1,-1,0
19262,5061500,-1,-1,-1,-1,0
19263,5061501,-1,-1,-1,-1,0
19264,5061503,-1,-1,0,0,0
19265,5061504,-1,-1,-1,-1,0
19266,5061505,-1,-1,-1,-1,0
19267,5061506,-1,-1,-1,-1,0
19268,5061507,0,0,0,0,0
19269,5061508,0,0,0,0,0
19270,5061509,-1,-1,0,0,0
19271,5061510,0,0,0,0,0
19272,5061512,0,0,0,0,0
19273,5061513,0,0,0,0,0
19274,5061514,0,0,0,0,0
19275,5061517,-1,-1,-1,-1,0
19276,5061518,0,0,0,0,0
19277,5061519,0,0,0,0,0
19278,5061520,0,0,0,0,0
19279,5061521,-1,-1,-1,-1,0
19280,5061522,-1,-1,0,0,0
19281,5061523,0,0,0,0,0
19282,5061525,0,0,0,0,0
19283,5061526,-1,-1,-1,-1,1
19284,5061527,-1,-1,-1,-1,0
19285,5061528,-1,-1,-1,-1,0
19286,5061530,0,0,0,0,0
19287,5061531,0,0,0,0,0
19288,5061532,0,0,0,0,0
19289,5061533,0,0,0,0,0
19290,5061535,0,0,0,0,0
19291,5061536,0,0,0,0,0
19292,5061538,-1,-1,-1,-1,0
19293,5061547,0,0,0,0,0
19294,5061548,0,0,0,0,0
19295,5061549,0,0,0,0,0
19296,5061551,0,0,0,0,0
19297,5061552,0,0,0,0,0
19298,5061553,0,0,0,0,0
19299,5061554,0,0,0,0,0
19300,5061555,-1,-1,-1,-1,0
19301,5061556,-1,-1,-1,-1,0
19302,5061557,-1,-1,-1,-1,0
19303,5061558,-1,-1,-1,1,1
19304,5061559,-1,-1,-1,-1,1
19305,5061560,0,0,0,0,0
19306,5061561,-1,-1,-1,-1,1
19307,5061562,0,0,0,0,0
19308,5061563,0,0,0,0,0
19309,5061564,-1,-1,-1,-1,1
19310,5061565,-1,-1,-1,-1,0
19311,5061566,-1,-1,-1,-1,-1
19312,5061567,0,0,0,0,0
19313,5061568,-1,-1,-1,-1,0
19314,5061569,0,0,0,0,0
19315,5061570,0,0,0,0,0
19316,5061571,-1,-1,-1,-1,0
19317,5061572,-1,-1,-1,-1,0
19318,5061578,-1,-1,-1,-1,0
19319,5061579,0,0,0,0,0
19320,5061580,0,0,0,0,0
19321,5061581,0,0,1,1,1
19322,5061582,-1,-1,-1,-1,1
19323,5061586,-1,-1,-1,0,0
19324,5061587,0,0,0,0,0
19325,5061588,0,0,0,0,0
19326,5061589,-1,-1,-1,-1,0
19327,5061590,-1,-1,-1,-1,0
19328,5061593,0,0,0,0,0
19329,5061594,0,0,0,0,0
19330,5061595,0,0,0,0,0
19331,5061596,-1,-1,-1,-1,0
19332,5061598,-1,-1,-1,-1,-1
19333,5061599,-1,-1,-1,-1,-1
19334,5061602,0,0,0,0,0
19335,5061603,0,0,0,0,0
19336,5061604,0,0,0,0,0
19337,5061607,-1,-1,-1,-1,0
19338,5061608,0,0,0,0,0
19339,5061609,0,0,0,0,0
19340,5061610,0,0,0,0,0
19341,5061611,-1,-1,-1,-1,0
19342,5061612,-1,-1,-1,-1,0
19343,5061613,-1,-1,-1,0,0
19344,5061614,-1,-1,-1,-1,0
19345,5061615,-1,-1,-1,-1,1
19346,5061618,0,0,0,0,0
19347,5061619,-1,-1,-1,-1,-1
19348,5061620,0,0,0,0,0
19349,5061621,-1,-1,-1,-1,0
19350,5061622,-1,-1,-1,-1,0
19351,5061623,-1,0,0,0,0
19352,5061624,-1,-1,1,1,1
19353,5061625,0,0,0,1,1
19354,5061626,0,0,0,0,0
19355,5061627,0,0,0,0,0
19356,5061628,-1,-1,-1,-1,1
19357,5061629,0,0,0,0,0
19358,5061630,0,0,0,0,0
19359,5061631,0,0,0,1,1
19360,5061632,-1,-1,-1,-1,0
19361,5061633,0,0,0,0,1
19362,5061636,-1,-1,-1,-1,5
19363,5061637,-1,-1,-1,-1,0
19364,5061638,-1,-1,-1,-1,0
19365,5061639,-1,-1,-1,0,0
19366,5061640,-1,-1,0,0,0
19367,5061641,0,0,0,0,0
19368,5061642,0,0,0,0,0
19369,5061644,-1,-1,0,0,0
19370,5061645,-1,-1,-1,0,0
19371,5061646,-1,-1,-1,-1,0
19372,5061647,-1,-1,-1,-1,1
19373,5061648,-1,-1,-1,-1,0
19374,5061649,-1,-1,1,1,1
19375,5061650,1,1,1,1,1
19376,5061651,0,0,0,0,0
19377,5061652,-1,-1,-1,-1,0
19378,5061653,0,0,0,1,1
19379,5061654,0,0,1,1,1
19380,5061655,0,0,0,0,0
19381,5061656,-1,-1,-1,-1,0
19382,5061657,0,0,0,0,0
19383,5061658,0,0,0,0,0
19384,5061659,0,0,0,0,0
19385,5061660,0,0,0,0,0
19386,5061661,-1,-1,-1,-1,0
19387,5061662,-1,-1,-1,-1,0
19388,5061663,0,0,0,0,0
19389,5061664,-1,-1,0,0,0
19390,5061665,-1,-1,0,0,0
19391,5061666,-1,-1,-1,-1,0
19392,5061669,-1,-1,-1,-1,-1
19393,5061670,-1,-1,-1,-1,-1
19394,5061676,-1,-1,-1,0,0
19395,5061677,-1,-1,-1,-1,1
19396,5061678,-1,-1,-1,-1,0
19397,5061679,0,0,0,0,0
19398,5061680,-1,-1,-1,-1,0
19399,5061681,0,0,0,0,0
19400,5061682,0,0,0,0,0
19401,5061683,0,0,0,0,0
19402,5061684,-1,-1,-1,-1,0
19403,5061685,-1,-1,-1,-1,1
19404,5061687,-1,-1,-1,-1,0
19405,5061688,-1,-1,-1,0,0
19406,5061689,0,0,0,0,0
19407,5061690,0,0,0,0,0
19408,5061691,5,5,5,5,5
19409,5061692,0,0,0,0,0
19410,5061693,1,1,1,1,1
19411,5061694,-1,-1,-1,0,0
19412,5061695,-1,-1,-1,-1,-1
19413,5061696,-1,-1,-1,-1,0
19414,5061697,-1,-1,-1,-1,0
19415,5061699,-1,-1,-1,-1,0
19416,5061700,-1,-1,-1,-1,0
19417,5061701,-1,-1,-1,-1,0
19418,5061702,-1,-1,-1,-1,0
19419,5061703,0,0,0,0,0
19420,5061704,0,0,0,0,0
19421,5061705,0,0,0,0,0
19422,5061706,-1,-1,-1,0,0
19423,5061707,-1,-1,-1,-1,0
19424,5061712,-1,-1,-1,-1,0
19425,5061713,0,1,1,1,1
19426,5061714,0,0,0,0,0
19427,5061715,0,0,0,0,0
19428,5061716,-1,-1,-1,-1,0
19429,5061718,0,0,0,0,0
19430,5061719,0,0,0,0,0
19431,5061720,0,0,0,0,0
19432,5061721,-1,-1,-1,0,0
19433,5061722,-1,-1,-1,0,0
19434,5061723,-1,-1,-1,-1,1
19435,5061724,-1,-1,-1,-1,0
19436,5061725,-1,-1,-1,-1,0
19437,5061726,-1,-1,-1,0,1
19438,5061738,-1,-1,0,0,0
19439,5061739,0,0,0,0,0
19440,5061740,-1,-1,-1,0,0
19441,5061741,-1,-1,-1,-1,0
19442,5061742,0,0,0,0,0
19443,5061743,-1,-1,-1,-1,0
19444,5061744,-1,-1,-1,-1,0
19445,5061745,-1,-1,-1,0,0
19446,5061746,0,1,1,1,1
19447,5061747,0,0,0,0,0
19448,5061748,-1,-1,-1,0,0
19449,5061749,-1,-1,-1,-1,0
19450,5061753,-1,-1,-1,-1,0
19451,5061755,-1,-1,-1,-1,0
19452,5061758,0,0,0,0,0
19453,5061759,0,0,0,0,0
19454,5061761,1,1,1,1,1
19455,5061762,-1,-1,-1,-1,0
19456,5061767,-1,-1,-1,-1,0
19457,5061768,0,0,0,0,0
19458,5061769,0,0,0,0,1
19459,5061770,-1,-1,-1,-1,0
19460,5061773,-1,-1,-1,0,0
19461,5061774,0,0,0,0,0
19462,5061778,-1,-1,-1,-1,0
19463,5061780,-1,-1,-1,-1,0
19464,5061782,-1,-1,-1,0,0
19465,5061783,-1,-1,-1,0,0
19466,5061784,-1,-1,-1,-1,0
19467,5061785,0,1,1,1,1
19468,5061786,-1,-1,-1,0,0
19469,5061787,0,0,1,1,1
19470,5061788,1,1,1,1,1
19471,5061789,0,0,0,0,0
19472,5061790,-1,-1,-1,-1,0
19473,5061791,-1,0,0,0,0
19474,5061793,-1,-1,-1,-1,0
19475,5061794,0,0,0,0,0
19476,5061795,-1,-1,-1,-1,1
19477,5061796,0,0,0,0,0
19478,5061797,-1,-1,0,0,0
19479,5061798,-1,-1,-1,-1,0
19480,5061799,-1,-1,-1,-1,0
19481,5061800,-1,-1,-1,-1,-1
19482,5061801,0,0,0,0,0
19483,5061803,0,0,0,0,0
19484,5061804,0,0,0,0,0
19485,5061808,-1,-1,-1,0,0
19486,5061809,-1,-1,-1,-1,0
19487,5061810,-1,-1,-1,-1,0
19488,5061811,0,0,0,0,0
19489,5061812,-1,-1,-1,-1,-1
19490,5061813,-1,-1,-1,-1,-1
19491,5061814,-1,-1,-1,0,0
19492,5061815,-1,-1,-1,-1,-1
19493,5061816,0,1,1,1,1
19494,5061818,-1,-1,-1,-1,0
19495,5061819,-1,-1,-1,-1,1
19496,5061820,-1,-1,-1,-1,0
19497,5061821,0,0,0,1,1
19498,5061822,0,0,0,0,0
19499,5061823,0,0,0,0,0
19500,5061824,0,0,1,1,1
19501,5061825,-1,-1,-1,1,1
19502,5061828,-1,-1,0,0,0
19503,5061829,0,0,0,0,0
19504,5061830,-1,-1,-1,0,0
19505,5061831,0,0,0,0,0
19506,5061832,0,0,0,0,0
19507,5061835,-1,-1,-1,-1,0
19508,5061837,-1,-1,-1,-1,0
19509,5061838,-1,-1,-1,-1,0
19510,5061839,0,0,0,0,0
19511,5061840,-1,-1,-1,0,0
19512,5061841,-1,-1,-1,-1,0
19513,5061842,-1,-1,-1,-1,0
19514,5061843,-1,-1,-1,-1,0
19515,5061844,-1,-1,-1,-1,1
19516,5061845,-1,-1,-1,-1,0
19517,5061846,0,0,0,0,0
19518,5061847,0,0,0,0,0
19519,5061848,-1,-1,-1,-1,0
19520,5061849,-1,-1,-1,-1,0
19521,5061850,0,0,0,0,0
19522,5061851,-1,-1,-1,-1,0
19523,5061854,-1,-1,-1,-1,-1
19524,5061855,0,0,0,0,0
19525,5061856,0,0,0,0,0
19526,5061857,0,0,0,0,0
19527,5061858,-1,-1,-1,0,0
19528,5061859,0,0,0,0,0
19529,5061860,-1,-1,-1,0,0
19530,5061861,1,1,1,1,1
19531,5061862,-1,-1,-1,0,0
19532,5061865,-1,-1,-1,0,0
19533,5061866,-1,-1,-1,-1,0
19534,5061867,1,1,1,1,1
19535,5061868,1,1,1,1,1
19536,5061871,0,0,0,0,0
19537,5061872,-1,-1,-1,0,0
19538,5061873,-1,-1,-1,-1,0
19539,5061874,0,0,0,0,0
19540,5061875,0,0,0,0,0
19541,5061876,-1,-1,-1,-1,0
19542,5061877,-1,-1,-1,-1,0
19543,5061878,0,0,0,0,0
19544,5061885,0,0,0,0,0
19545,5061887,-1,-1,-1,-1,0
19546,5061888,-1,-1,0,0,0
19547,5061889,-1,-1,-1,0,0
19548,5061890,-1,-1,-1,0,0
19549,5061891,-1,-1,-1,-1,0
19550,5061892,-1,-1,-1,-1,0
19551,5061893,-1,-1,-1,-1,0
19552,5061896,0,0,1,1,1
19553,5061897,0,0,0,0,0
19554,5061898,0,0,1,1,1
19555,5061899,0,0,1,1,1
19556,5061900,0,0,0,0,0
19557,5061901,-1,-1,-1,-1,0
19558,5061906,0,0,0,0,0
19559,5061907,0,0,0,0,0
19560,5061908,-1,-1,-1,-1,0
19561,5061909,-1,-1,-1,-1,0
19562,5061910,0,0,0,0,0
19563,5061911,-1,-1,-1,-1,0
19564,5061912,-1,-1,-1,-1,1
19565,5061913,-1,-1,-1,-1,0
19566,5061914,0,0,0,0,0
19567,5061916,-1,-1,-1,-1,0
19568,5061917,0,0,0,0,0
19569,5061920,0,0,0,0,0
19570,5061921,0,0,0,0,0
19571,5061922,-1,0,0,0,0
19572,5061923,-1,-1,0,0,0
19573,5061925,-1,-1,-1,-1,0
19574,5061926,-1,-1,-1,-1,0
19575,5061927,-1,-1,-1,-1,1
19576,5061928,0,0,0,0,0
19577,5061929,0,0,0,0,0
19578,5061930,0,0,0,0,0
19579,5061933,-1,-1,-1,-1,0
19580,5061934,-1,-1,-1,-1,0
19581,5061935,-1,-1,-1,-1,0
19582,5061939,-1,-1,-1,-1,1
19583,5061940,-1,-1,-1,-1,-1
19584,5061941,-1,-1,-1,-1,-1
19585,5061942,-1,-1,-1,-1,0
19586,5061943,0,0,0,0,0
19587,5061944,0,0,1,1,1
19588,5061946,-1,-1,-1,-1,0
19589,5061948,-1,-1,-1,-1,0
19590,5061949,0,0,0,0,0
19591,5061951,0,0,0,0,0
19592,5061952,0,0,0,0,0
19593,5061953,0,0,0,0,0
19594,5061954,-1,-1,-1,-1,0
19595,5061955,-1,0,0,0,0
19596,5061956,-1,-1,-1,-1,0
19597,5061957,-1,-1,-1,-1,-1
19598,5061958,0,0,0,0,0
19599,5061959,0,0,0,0,0
19600,5061960,-1,-1,-1,-1,0
19601,5061961,-1,-1,-1,-1,-1
19602,5061962,-1,-1,-1,-1,-1
19603,5061963,-1,-1,-1,1,1
19604,5061965,-1,-1,-1,-1,0
19605,5061966,-1,-1,-1,-1,0
19606,5061967,0,0,0,0,0
19607,5061968,0,0,0,0,0
19608,5061970,-1,-1,-1,-1,0
19609,5061972,-1,-1,-1,-1,0
19610,5061973,-1,-1,-1,-1,-1
19611,5061974,-1,-1,-1,-1,-1
